Latitude,Longitude
32.585478,35.547015
32.5854,35.547
32.584691,35.54719
32.583689,35.547417
32.583024,35.547476
32.582095,35.547556
32.581436,35.54767
32.580796,35.548001
32.579637,35.548662
32.579144,35.548857
32.577579,35.549351
32.575912,35.549786
32.574693,35.550127
32.573809,35.550326
32.573203,35.550502
32.572773,35.550542
32.572044,35.550432
32.570927,35.550101
32.569229,35.549627
32.567955,35.549366
32.5676,35.5493
32.566845,35.549331
32.565852,35.549328
32.565209,35.549193
32.5646,35.548971
32.5642,35.5486
32.563746,35.548367
32.561328,35.546318
32.5611,35.546
32.559307,35.544598
32.557168,35.542984
32.5569,35.5427
32.556169,35.542261
32.554904,35.541351
32.55383,35.540625
32.551723,35.53942
32.551237,35.53921
32.550743,35.539016
32.550253,35.538976
32.549466,35.539022
32.548386,35.539101
32.548317,35.539093
32.547942,35.539052
32.547438,35.538912
32.54636,35.538494
32.545215,35.538053
32.543022,35.53727
32.54271,35.537211
32.542443,35.537182
32.541969,35.537227
32.541299,35.537363
32.540879,35.537402
32.540494,35.537378
32.540109,35.537302
32.539286,35.537041
32.538578,35.536748
32.538566,35.536742
32.537313,35.536118
32.536922,35.536015
32.536716,35.535985
32.536537,35.535972
32.536307,35.535994
32.536107,35.536012
32.535576,35.53614
32.534956,35.536287
32.534641,35.53633
32.53421,35.536347
32.53334,35.536252
32.532398,35.536195
32.531171,35.536231
32.529655,35.536313
32.52909,35.536299
32.528603,35.536124
32.52802,35.535774
32.527333,35.535082
32.526302,35.533853
32.525554,35.533023
32.525142,35.53238
32.524976,35.531972
32.524683,35.53106
32.524378,35.530185
32.52426,35.529955
32.524147,35.529755
32.523997,35.529539
32.523791,35.529302
32.523553,35.529056
32.522752,35.52832
32.52212,35.527733
32.521701,35.527363
32.520674,35.526358
32.5201,35.525722
32.519515,35.525339
32.519077,35.525026
32.51871,35.524837
32.51833,35.524679
32.517681,35.52451
32.51706,35.524409
32.51679,35.524377
32.516355,35.524251
32.515945,35.524022
32.515631,35.52378
32.515454,35.523592
32.515381,35.523514
32.515046,35.523048
32.514819,35.522662
32.5145,35.5221
32.514375,35.521991
32.513608,35.521287
32.512933,35.52101
32.512455,35.520953
32.512024,35.520897
32.51167,35.520875
32.511194,35.520856
32.510758,35.520854
32.510132,35.520773
32.50968,35.520717
32.509333,35.52063
32.509033,35.520451
32.508668,35.520199
32.508336,35.519965
32.507637,35.519345
32.507648,35.519332
32.507657,35.519317
32.507665,35.519302
32.507671,35.519285
32.507675,35.519268
32.507677,35.51925
32.507677,35.519232
32.507676,35.519214
32.507672,35.519197
32.507667,35.51918
32.50766,35.519164
32.507651,35.519149
32.507641,35.519135
32.50763,35.519124
32.507617,35.519113
32.507607,35.519107
32.507596,35.519102
32.507582,35.519097
32.507574,35.519095
32.507559,35.519094
32.507551,35.519094
32.507536,35.519095
32.507521,35.519099
32.507507,35.519105
32.507493,35.519113
32.507487,35.519118
32.507474,35.519129
32.507128,35.51898
32.5069,35.5188
32.506573,35.51865
32.506042,35.518296
32.505996,35.518265
32.505389,35.517784
32.505284,35.517668
32.505091,35.517423
32.504752,35.516919
32.504554,35.516599
32.504415,35.516389
32.504322,35.516252
32.50417,35.516024
32.504075,35.515883
32.503901,35.515629
32.503472,35.514991
32.503345,35.514804
32.503165,35.514553
32.502985,35.514283
32.502776,35.513997
32.502659,35.513829
32.502513,35.513642
32.502404,35.513523
32.502331,35.513436
32.502224,35.513325
32.501779,35.512853
32.501645,35.512721
32.501477,35.512545
32.501218,35.512301
32.501132,35.512217
32.500986,35.512067
32.500814,35.511859
32.500735,35.511743
32.50067,35.511614
32.500623,35.511497
32.500605,35.511448
32.500573,35.511359
32.500527,35.511205
32.500511,35.511127
32.500499,35.511072
32.500482,35.510922
32.500474,35.510778
32.500467,35.510656
32.500472,35.510361
32.500498,35.509992
32.50053,35.509469
32.500564,35.509098
32.500593,35.508658
32.500562,35.508495
32.500456,35.508152
32.500439,35.508106
32.500244,35.507593
32.499909,35.506715
32.499816,35.506477
32.499753,35.506291
32.499653,35.506032
32.49954,35.505484
32.499492,35.505318
32.499432,35.505167
32.49938,35.505084
32.499316,35.505014
32.499252,35.504962
32.49918,35.504925
32.49911,35.50491
32.498726,35.504895
32.498714,35.504868
32.49869,35.504838
32.498651,35.504811
32.498617,35.5048
32.498589,35.504798
32.498554,35.504804
32.498512,35.504825
32.498479,35.504859
32.498463,35.504889
32.498393,35.504882
32.498151,35.504859
32.497963,35.50484
32.4979,35.5048
32.497479,35.504793
32.497293,35.504775
32.496505,35.504698
32.49607,35.504651
32.495836,35.504602
32.495522,35.504522
32.494613,35.504215
32.494613,35.504202
32.494602,35.504157
32.494588,35.504131
32.494584,35.504125
32.49456,35.504099
32.494541,35.504082
32.494515,35.504073
32.494483,35.504068
32.494448,35.504071
32.494424,35.504079
32.494381,35.50411
32.494374,35.504121
32.494187,35.504044
32.493527,35.503796
32.493341,35.503737
32.4933,35.5037
32.492954,35.503612
32.492787,35.503555
32.492042,35.503298
32.49195,35.503266
32.491442,35.503091
32.490863,35.502889
32.490388,35.502723
32.490145,35.502637
32.490144,35.502621
32.490143,35.502612
32.490141,35.502602
32.490136,35.502584
32.490133,35.502575
32.490125,35.502558
32.490115,35.502542
32.490104,35.502527
32.490091,35.502515
32.490084,35.502509
32.490069,35.502499
32.490061,35.502495
32.490046,35.502489
32.490028,35.502484
32.49001,35.502482
32.490002,35.502482
32.489985,35.502484
32.489968,35.502488
32.489959,35.502491
32.489943,35.502499
32.489936,35.502503
32.489921,35.502514
32.489908,35.502527
32.489902,35.502534
32.489892,35.502548
32.489632,35.502457
32.489576,35.502437
32.489379,35.502368
32.4893,35.5023
32.488084,35.501919
32.487934,35.501898
32.487931,35.501881
32.487925,35.501858
32.487914,35.501837
32.487901,35.501818
32.487885,35.501803
32.487873,35.501794
32.487853,35.501785
32.487835,35.501781
32.487818,35.50178
32.487805,35.501782
32.487791,35.501785
32.487778,35.501791
32.487765,35.501798
32.487754,35.501807
32.487743,35.501818
32.487734,35.501829
32.487313,35.50166
32.4873,35.5016
32.486941,35.501522
32.485935,35.501171
32.4854,35.500992
32.485143,35.500905
32.484933,35.500835
32.484389,35.500672
32.479652,35.498947
32.47801,35.498425
32.477466,35.498225
32.4773,35.4981
32.476612,35.497911
32.475673,35.497597
32.475282,35.497467
32.474392,35.497117
32.47282,35.496518
32.472473,35.49642
32.471513,35.49605
32.470645,35.495734
32.469786,35.49544
32.469,35.495146
32.467318,35.494331
32.467121,35.494231
32.465902,35.493614
32.464632,35.492985
32.463809,35.49254
32.463362,35.492333
32.463115,35.492257
32.462767,35.492212
32.462264,35.492189
32.461871,35.492166
32.461505,35.492111
32.460554,35.491817
32.4564,35.490335
32.456102,35.490229
32.454992,35.489826
32.453854,35.489441
32.452324,35.488881
32.451979,35.488736
32.451408,35.488523
32.45115,35.488427
32.4507,35.4882
32.449914,35.48804
32.449346,35.487834
32.449032,35.487735
32.448762,35.487654
32.448218,35.48743
32.447792,35.487277
32.447674,35.48719
32.447589,35.487051
32.44752,35.486906
32.447489,35.486761
32.447489,35.486593
32.447541,35.486307
32.447613,35.485982
32.44797,35.484994
32.448176,35.484321
32.448306,35.483786
32.448369,35.483439
32.448498,35.483072
32.448556,35.482793
32.448563,35.482723
32.4483,35.4827
32.448206,35.482704
32.448201,35.482702
32.447841,35.482666
32.44758,35.482663
32.44755,35.48267
32.447511,35.482683
32.447475,35.48271
32.447303,35.48307
32.447615,35.4832
32.447698,35.483212
32.447757,35.483207
32.447802,35.483187
32.447826,35.483185
32.4481,35.483191
32.448168,35.483192
32.448232,35.48319
32.448259,35.483182
32.448305,35.483145
32.448327,35.483103
32.448343,35.483055
32.448352,35.483001
32.448351,35.482981
32.448347,35.482948
32.448312,35.482909
32.448299,35.4829
32.448278,35.482892
32.448254,35.482887
32.448116,35.482863
32.448153,35.482761
32.448173,35.482737
32.448206,35.482704
32.448563,35.482723
32.448556,35.482793
32.448498,35.483072
32.448369,35.483439
32.447749,35.483359
32.44769,35.483351
32.447438,35.483315
32.4473,35.4832
32.447173,35.483285
32.446244,35.483208
32.445916,35.483167
32.445639,35.48316
32.445458,35.483193
32.445192,35.483325
32.444739,35.483707
32.444631,35.483797
32.443595,35.484587
32.443216,35.484926
32.442343,35.485696
32.442241,35.485796
32.44206,35.485962
32.441839,35.486108
32.441712,35.486158
32.441598,35.486191
32.441483,35.4862
32.441334,35.486202
32.441189,35.486199
32.4406,35.4861
32.440439,35.486085
32.440132,35.48605
32.440092,35.486043
32.439867,35.486009
32.439413,35.485884
32.439242,35.485774
32.439244,35.485735
32.439233,35.48569
32.43922,35.485662
32.439191,35.485627
32.439138,35.485583
32.439086,35.485559
32.439043,35.485552
32.439014,35.485552
32.438967,35.485562
32.438936,35.485577
32.438913,35.485592
32.438891,35.485622
32.438878,35.485656
32.438655,35.485506
32.436533,35.483936
32.436324,35.483739
32.436079,35.483583
32.435995,35.483547
32.435778,35.483516
32.435565,35.483509
32.435329,35.483568
32.434626,35.484122
32.433848,35.484897
32.433188,35.485555
32.43311,35.485596
32.432654,35.485834
32.432177,35.485963
32.432068,35.485993
32.4314,35.4861
32.429165,35.486726
32.425927,35.487583
32.425659,35.487716
32.422475,35.490088
32.421463,35.490567
32.419833,35.4911
32.418195,35.491456
32.413416,35.492578
32.413106,35.492652
32.41123,35.4931
32.410731,35.493053
32.410195,35.492859
32.408184,35.491912
32.406935,35.491338
32.406421,35.491191
32.40601,35.491147
32.405536,35.491194
32.405212,35.49126
32.404888,35.491411
32.404671,35.491646
32.404573,35.491798
32.404475,35.492022
32.404335,35.492568
32.404275,35.492825
32.404189,35.493033
32.404102,35.49321
32.403915,35.493434
32.40369,35.493624
32.402685,35.494198
32.402375,35.494387
32.402002,35.494574
32.401854,35.494638
32.401839,35.494643
32.401311,35.49481
32.401261,35.494823
32.401181,35.494839
32.401068,35.494874
32.400996,35.494888
32.400826,35.494943
32.4008,35.4949
32.400602,35.495038
32.400152,35.495262
32.399745,35.495452
32.399428,35.495554
32.399076,35.495678
32.398901,35.495683
32.398697,35.495677
32.396349,35.49561
32.395394,35.495868
32.394234,35.496145
32.393075,35.496443
32.388059,35.497383
32.38227,35.498343
32.380491,35.498679
32.379782,35.498805
32.379301,35.498878
32.378783,35.498941
32.378193,35.499089
32.377838,35.499302
32.377592,35.499526
32.377146,35.499963
32.375968,35.501202
32.374948,35.502172
32.373861,35.50321
32.372673,35.504389
32.372401,35.504711
32.372135,35.505163
32.371825,35.505842
32.371236,35.5071
32.370764,35.508076
32.370009,35.509772
32.367623,35.51491
32.366343,35.517541
32.3661,35.518
32.365793,35.518784
32.364874,35.52083
32.364208,35.522633
32.36386,35.523931
32.363342,35.52604
32.36292,35.527164
32.362308,35.528472
32.361715,35.5294
32.360423,35.531041
32.359354,35.53199
32.358283,35.532835
32.356952,35.533686
32.356174,35.534137
32.355184,35.534727
32.3545,35.535141
32.353851,35.53551
32.353353,35.53575
32.352756,35.535953
32.35201,35.536177
32.35137,35.536182
32.350445,35.536127
32.34873,35.535879
32.347705,35.535755
32.346668,35.535553
32.346097,35.535434
32.3461,35.5354
32.345407,35.535373
32.344277,35.535332
32.343488,35.5353
32.341276,35.535241
32.340518,35.535384
32.340195,35.535486
32.339467,35.535739
32.338646,35.536029
32.338285,35.536196
32.337899,35.536451
32.337457,35.536837
32.337046,35.537209
32.3364,35.5376
32.336411,35.537719
32.335956,35.538149
32.335782,35.538338
32.335626,35.538579
32.335301,35.539207
32.335045,35.539711
32.334933,35.539857
32.334827,35.539959
32.33451,35.540112
32.334205,35.540111
32.333268,35.539932
32.332386,35.53976
32.331933,35.539663
32.331461,35.539486
32.330859,35.539191
32.330016,35.538712
32.329358,35.538351
32.329209,35.538299
32.328849,35.538269
32.327612,35.53836
32.327357,35.538388
32.327096,35.538475
32.326835,35.538591
32.326704,35.538664
32.326393,35.538948
32.325776,35.539538
32.325502,35.539735
32.325011,35.53996
32.324395,35.540192
32.323481,35.54051
32.322952,35.540706
32.322716,35.540844
32.322392,35.541062
32.322093,35.541361
32.321507,35.542083
32.320927,35.542908
32.320516,35.543448
32.320197,35.543893
32.319922,35.544236
32.31963,35.544498
32.319462,35.544556
32.319238,35.544563
32.319027,35.544489
32.318804,35.544364
32.318556,35.544172
32.318301,35.543967
32.318086,35.543831
32.317848,35.543678
32.317612,35.543648
32.316879,35.543704
32.316195,35.543798
32.315677,35.543859
32.315262,35.543924
32.314702,35.543959
32.313714,35.544014
32.313086,35.544121
32.312278,35.544286
32.311843,35.544351
32.311514,35.544349
32.311061,35.544267
32.308832,35.543739
32.308055,35.543523
32.307596,35.54344
32.307093,35.543417
32.306136,35.54353
32.305812,35.543551
32.305055,35.543421
32.30336,35.543159
32.302248,35.543059
32.301807,35.54308
32.301185,35.543224
32.300203,35.543527
32.299065,35.543903
32.2984,35.543989
32.297549,35.543993
32.296977,35.544057
32.296653,35.544187
32.296305,35.544456
32.295763,35.545054
32.294978,35.545819
32.293688,35.547131
32.293134,35.547663
32.29276,35.547991
32.292318,35.548267
32.291839,35.548419
32.291236,35.548526
32.2899,35.548653
32.28798,35.548806
32.286712,35.548904
32.285811,35.548937
32.284886,35.548956
32.283475,35.549038
32.282214,35.54907
32.281717,35.549105
32.2814,35.549177
32.280747,35.549401
32.279988,35.549676
32.279802,35.549756
32.279484,35.549893
32.278998,35.550264
32.278344,35.550884
32.277883,35.551306
32.277504,35.551575
32.277062,35.551749
32.276583,35.551842
32.275701,35.551868
32.272986,35.551777
32.272048,35.551788
32.271091,35.551909
32.270258,35.551942
32.269519,35.551888
32.268834,35.551703
32.268294,35.551547
32.267785,35.551399
32.267332,35.551339
32.266946,35.551382
32.266635,35.551483
32.26615,35.551803
32.265528,35.552344
32.264924,35.552875
32.264519,35.553108
32.263755,35.553339
32.263015,35.55346
32.261946,35.553537
32.260853,35.55346
32.259965,35.553281
32.258617,35.552954
32.257792,35.552775
32.256813,35.552515
32.256012,35.552366
32.255571,35.552365
32.255179,35.552465
32.25462,35.552631
32.254116,35.552754
32.253799,35.552796
32.253395,35.55278
32.252718,35.552668
32.252079,35.552556
32.251688,35.552496
32.251302,35.552509
32.250855,35.552544
32.250016,35.552723
32.248163,35.553016
32.245814,35.553424
32.244384,35.553638
32.244005,35.553673
32.243552,35.553671
32.241806,35.553467
32.240539,35.553316
32.239397,35.553165
32.238819,35.553075
32.238502,35.552972
32.238167,35.552766
32.237789,35.552443
32.237045,35.551848
32.236246,35.551202
32.235836,35.550886
32.235359,35.550592
32.235104,35.550496
32.234887,35.550385
32.234676,35.550304
32.234487,35.550151
32.23426,35.550093
32.234049,35.550054
32.233691,35.550014
32.233154,35.549974
32.23246,35.549908
32.231946,35.549848
32.23142,35.549744
32.230965,35.54957
32.230185,35.549242
32.229617,35.548998
32.229313,35.548907
32.229037,35.548868
32.228863,35.548867
32.228321,35.548986
32.227303,35.549321
32.22636,35.549682
32.225242,35.549772
32.224244,35.549794
32.223008,35.54984
32.221073,35.550206
32.22065,35.550204
32.220191,35.550188
32.219054,35.549994
32.217601,35.549667
32.215987,35.549376
32.21436,35.549062
32.213484,35.548876
32.213087,35.548846
32.212627,35.5489
32.210407,35.549247
32.209217,35.54943
32.20856,35.549511
32.207956,35.549467
32.206821,35.549066
32.205649,35.548517
32.205166,35.548223
32.204676,35.547739
32.203348,35.546685
32.202836,35.546335
32.202381,35.546079
32.201733,35.545832
32.199557,35.545243
32.198924,35.54516
32.197924,35.544857
32.196894,35.544539
32.195248,35.544152
32.19418,35.543893
32.193137,35.54364
32.192293,35.543425
32.191526,35.543155
32.191331,35.543052
32.190911,35.542888
32.190478,35.542666
32.189147,35.542033
32.187459,35.541238
32.18605,35.540553
32.183866,35.539501
32.182457,35.538823
32.180459,35.537873
32.179206,35.53727
32.177183,35.53632
32.176625,35.53604
32.176315,35.535805
32.175434,35.535035
32.174412,35.534089
32.173928,35.53362
32.173296,35.533041
32.172713,35.532553
32.172198,35.532171
32.170678,35.531304
32.169388,35.53062
32.168494,35.530157
32.167048,35.529399
32.166174,35.528921
32.165001,35.528296
32.162823,35.527069
32.162571,35.526865
32.162358,35.526768
32.1621,35.5266
32.157171,35.524007
32.156832,35.523822
32.155877,35.523292
32.155266,35.522956
32.154337,35.522446
32.152851,35.52162
32.152016,35.521161
32.151104,35.520631
32.149569,35.51979
32.148846,35.519383
32.148244,35.519036
32.147492,35.518631
32.147015,35.518368
32.146442,35.51806
32.145806,35.517714
32.145129,35.517353
32.143994,35.516758
32.143181,35.516303
32.142536,35.515961
32.141864,35.515614
32.140729,35.514982
32.139799,35.514473
32.138812,35.513984
32.138011,35.513536
32.137615,35.513382
32.137254,35.51325
32.136591,35.513085
32.1361,35.512993
32.135032,35.512806
32.134286,35.512643
32.133833,35.512591
32.13323,35.512589
32.132758,35.512631
32.131453,35.512838
32.131055,35.512851
32.13087,35.512828
32.130301,35.512747
32.129503,35.512364
32.127846,35.511432
32.127458,35.511153
32.126382,35.510542
32.126066,35.510374
32.12561,35.509983
32.12486,35.509067
32.123158,35.506419
32.122229,35.50497
32.121659,35.504246
32.121058,35.503565
32.120315,35.502847
32.119688,35.502326
32.118851,35.501725
32.11738,35.500903
32.115395,35.499728
32.114204,35.499016
32.110108,35.496667
32.109544,35.496286
32.108669,35.495896
32.108044,35.495724
32.107893,35.495682
32.106675,35.495649
32.105506,35.495719
32.104802,35.495783
32.102931,35.495974
32.102353,35.496009
32.100922,35.496145
32.09953,35.496207
32.099367,35.496222
32.099,35.4962
32.097554,35.496397
32.09549,35.496581
32.093129,35.496814
32.091724,35.497036
32.089947,35.497322
32.088778,35.497428
32.088157,35.497462
32.087306,35.497452
32.085032,35.497372
32.083112,35.497308
32.081708,35.497274
32.080981,35.497235
32.080174,35.497123
32.078565,35.496862
32.077764,35.496721
32.07728,35.496588
32.076647,35.496294
32.075921,35.495796
32.075301,35.495239
32.074813,35.494807
32.073019,35.493207
32.069748,35.49012
32.067522,35.487705
32.065026,35.484853
32.061856,35.480413
32.060777,35.478748
32.059117,35.476348
32.0584,35.4753
32.055503,35.471068
32.055659,35.470918
32.055795,35.470788
32.0563,35.470303
32.055937,35.469795
32.0558,35.4695
32.055628,35.469334
32.055433,35.469515
32.055231,35.469703
32.054856,35.470052
32.052515,35.466737
32.05169,35.465528
32.051493,35.465282
32.051196,35.46503
32.050974,35.464896
32.050779,35.464772
32.048874,35.463947
32.048374,35.46373
32.048163,35.463638
32.0478,35.4635
32.047322,35.463346
32.045798,35.462711
32.045294,35.462442
32.044046,35.461455
32.042597,35.460288
32.04203,35.459953
32.041759,35.459754
32.041206,35.459363
32.040932,35.459171
32.040253,35.45869
32.039706,35.45832
32.03933,35.458015
32.038721,35.457661
32.038289,35.457371
32.037565,35.456892
32.037039,35.456507
32.036478,35.456163
32.035817,35.455711
32.035515,35.455524
32.035247,35.455307
32.034508,35.454845
32.034092,35.454568
32.03372,35.454274
32.032488,35.453493
32.032211,35.45331
32.031928,35.453119
32.031505,35.452826
32.030784,35.452313
32.030353,35.45201
32.029782,35.45161
32.029221,35.451208
32.028799,35.45091
32.028242,35.450512
32.027812,35.450199
32.027386,35.449894
32.026699,35.449407
32.025845,35.448801
32.025436,35.448503
32.025019,35.448205
32.024755,35.447984
32.024298,35.447693
32.023852,35.447378
32.023574,35.447147
32.022358,35.446362
32.02206,35.446235
32.021809,35.446163
32.021751,35.446147
32.021438,35.446102
32.021127,35.446099
32.0207,35.4461
32.020519,35.446167
32.019915,35.446251
32.019649,35.44631
32.019119,35.446416
32.018513,35.446499
32.017979,35.446577
32.017406,35.446677
32.016449,35.446816
32.015862,35.446922
32.015419,35.44698
32.014239,35.447156
32.013351,35.447271
32.012642,35.447385
32.011884,35.4475
32.010908,35.447658
32.010175,35.44778
32.009752,35.447874
32.00947,35.447992
32.008605,35.448522
32.008021,35.448892
32.006242,35.449989
31.99953,35.454053
31.999222,35.454237
31.9986,35.4546
31.997226,35.455464
31.996956,35.455627
31.996274,35.456042
31.995972,35.456229
31.995621,35.456461
31.995132,35.456757
31.994804,35.456956
31.993018,35.458048
31.992052,35.458615
31.991554,35.458938
31.990779,35.459406
31.990354,35.459666
31.989692,35.460066
31.989212,35.460349
31.988508,35.460776
31.98798,35.461097
31.987631,35.461313
31.986931,35.461749
31.986577,35.461968
31.986038,35.462302
31.983997,35.463586
31.983427,35.463942
31.982889,35.464274
31.982457,35.46453
31.982042,35.464778
31.981795,35.464934
31.980383,35.465802
31.979432,35.466343
31.978947,35.466652
31.978505,35.466906
31.978094,35.467161
31.977543,35.46749
31.977282,35.467651
31.976673,35.468022
31.976235,35.46829
31.97603,35.468409
31.975728,35.468574
31.975707,35.468583
31.975215,35.468798
31.975036,35.468872
31.974767,35.468984
31.974686,35.469014
31.9735,35.4695
31.971716,35.47026
31.971408,35.470387
31.971107,35.470499
31.970868,35.470564
31.970514,35.4706
31.97024,35.470584
31.969768,35.470532
31.969345,35.470472
31.96886,35.47042
31.968375,35.470382
31.967566,35.470336
31.966919,35.470286
31.966285,35.470254
31.965858,35.470236
31.964706,35.470163
31.964368,35.470141
31.96404,35.470114
31.963528,35.4701
31.962148,35.470014
31.961064,35.469944
31.960087,35.469943
31.959129,35.470031
31.958813,35.470039
31.958478,35.470003
31.958091,35.469929
31.957024,35.469714
31.955721,35.469474
31.954493,35.4693
31.952523,35.469222
31.950937,35.469114
31.950554,35.469143
31.95016,35.469206
31.949836,35.46927
31.949563,35.469337
31.949141,35.469417
31.948905,35.469432
31.948316,35.469383
31.94811,35.46937
31.947911,35.469377
31.947781,35.469384
31.947709,35.469387
31.947296,35.469537
31.946952,35.469711
31.946593,35.469881
31.946352,35.46996
31.946333,35.469963
31.946124,35.469992
31.945769,35.470028
31.94561,35.47005
31.945306,35.470043
31.944987,35.470031
31.944297,35.47003
31.943996,35.470025
31.943617,35.470011
31.942258,35.470017
31.941314,35.469953
31.940687,35.469887
31.940201,35.469818
31.939549,35.469699
31.939119,35.469603
31.938692,35.469504
31.938076,35.469339
31.937695,35.469192
31.937317,35.469009
31.936922,35.468812
31.936552,35.468666
31.935895,35.468399
31.935285,35.468183
31.934948,35.468078
31.934397,35.467886
31.934021,35.467767
31.933783,35.467722
31.933365,35.467696
31.932923,35.46769
31.932634,35.467685
31.93212,35.467683
31.931301,35.467705
31.930729,35.467772
31.930457,35.467801
31.929972,35.467863
31.929671,35.467897
31.928789,35.468007
31.928103,35.468064
31.92778,35.468115
31.927465,35.46815
31.927067,35.468205
31.92668,35.468232
31.926274,35.468228
31.926048,35.468229
31.925817,35.468193
31.925573,35.468141
31.92517,35.468017
31.924945,35.467939
31.924505,35.467746
31.924079,35.467527
31.923043,35.466979
31.921813,35.466322
31.921604,35.466217
31.921198,35.466002
31.920582,35.465675
31.919956,35.465347
31.918716,35.464696
31.91832,35.464472
31.917911,35.464255
31.917481,35.464051
31.916698,35.463613
31.916127,35.463315
31.915936,35.463227
31.915741,35.463176
31.915545,35.463138
31.915349,35.463114
31.915111,35.463096
31.913546,35.463107
31.912796,35.463117
31.911469,35.463151
31.911115,35.463144
31.91089,35.46314
31.910132,35.463175
31.909623,35.463181
31.90899,35.46317
31.9088,35.4631
31.9086,35.463129
31.908079,35.463081
31.906627,35.462943
31.906383,35.462915
31.906227,35.462876
31.906008,35.462803
31.905629,35.462641
31.90546,35.462551
31.905284,35.462461
31.903762,35.461705
31.90337,35.461558
31.902981,35.461449
31.902629,35.461336
31.902253,35.461225
31.901869,35.461124
31.901282,35.460984
31.899908,35.460778
31.899313,35.460737
31.899057,35.460727
31.898833,35.460731
31.898573,35.460727
31.898224,35.460747
31.897998,35.460765
31.897827,35.460765
31.897518,35.460804
31.897018,35.460875
31.896547,35.460962
31.896143,35.46105
31.895646,35.4612
31.895183,35.46134
31.895088,35.461374
31.894867,35.461454
31.894607,35.461547
31.893939,35.461834
31.893353,35.462114
31.892979,35.462321
31.892598,35.462537
31.892091,35.462869
31.891504,35.463285
31.89086,35.463809
31.890269,35.464309
31.889535,35.464937
31.888887,35.465493
31.888225,35.466049
31.88753,35.466655
31.886741,35.467295
31.886089,35.467871
31.885567,35.468399
31.885066,35.46892
31.884544,35.46952
31.883988,35.470257
31.883397,35.471179
31.883025,35.47186
31.882702,35.472469
31.882351,35.473239
31.881924,35.474289
31.881504,35.475292
31.881208,35.476013
31.880891,35.476743
31.880588,35.477561
31.880244,35.478379
31.879961,35.479108
31.87972,35.479822
31.879561,35.480311
31.87934,35.481017
31.879112,35.481883
31.878891,35.482854
31.878766,35.48352
31.878599,35.484499
31.87846,35.485646
31.878334,35.48693
31.878221,35.488439
31.878108,35.489707
31.878051,35.490598
31.877974,35.491481
31.877925,35.491946
31.877876,35.49238
31.877772,35.492973
31.877682,35.493423
31.877515,35.494193
31.877281,35.494995
31.876873,35.496334
31.876714,35.496879
31.876499,35.497545
31.876376,35.497922
31.876176,35.49862
31.876066,35.498956
31.875817,35.499774
31.875679,35.500224
31.875486,35.500801
31.875189,35.501538
31.874804,35.50226
31.874378,35.50286
31.873918,35.503381
31.873272,35.503949
31.872669,35.504364
31.872058,35.504683
31.870467,35.505304
31.869919,35.505527
31.869332,35.505786
31.869217,35.505837
31.868994,35.505917
31.868814,35.505995
31.868463,35.506158
31.868066,35.506375
31.867969,35.506421
31.867755,35.506541
31.8677,35.50657
31.86757,35.50665
31.8672,35.5068
31.866826,35.507109
31.866569,35.507277
31.86637,35.507433
31.865479,35.508107
31.865108,35.508405
31.864835,35.508624
31.864348,35.508991
31.864119,35.509141
31.862917,35.510058
31.861514,35.511141
31.86044,35.511992
31.859581,35.512642
31.859123,35.512942
31.858565,35.513275
31.858207,35.513458
31.857835,35.513641
31.857181,35.513879
31.856399,35.514122
31.855746,35.514276
31.854955,35.514379
31.853808,35.514403
31.853069,35.514364
31.85234,35.514252
31.851442,35.514109
31.850131,35.513922
31.849207,35.513763
31.848283,35.513615
31.84725,35.513444
31.846778,35.51337
31.846559,35.51333
31.845945,35.513227
31.84465,35.513021
31.84434,35.512971
31.843979,35.51291
31.843188,35.512777
31.841716,35.512538
31.841311,35.51247
31.840783,35.512384
31.840378,35.512316
31.840102,35.512276
31.839649,35.512208
31.83913,35.51215
31.837487,35.512027
31.836506,35.512013
31.83561,35.512032
31.834409,35.512118
31.833647,35.51221
31.833175,35.512264
31.832546,35.512346
31.831693,35.512416
31.831422,35.512426
31.831098,35.512419
31.830741,35.512368
31.830288,35.512271
31.829898,35.512147
31.829541,35.512001
31.829196,35.511822
31.828811,35.511595
31.828259,35.511187
31.828024,35.510958
31.827848,35.510768
31.827696,35.510606
31.827582,35.510432
31.827454,35.510242
31.827321,35.510041
31.827198,35.509834
31.826946,35.509392
31.825087,35.505938
31.823716,35.503283
31.823546,35.502956
31.8234,35.5026
31.821573,35.49917
31.821388,35.498838
31.821264,35.498616
31.821041,35.498253
31.820775,35.497895
31.82041,35.497481
31.820167,35.497268
31.820001,35.497134
31.8198,35.497005
31.819625,35.496886
31.819446,35.496778
31.819262,35.496679
31.81913,35.496629
31.818749,35.496477
31.818221,35.496336
31.818002,35.496307
31.817597,35.496284
31.815958,35.496312
31.815653,35.496328
31.815186,35.496338
31.813033,35.496398
31.812685,35.49638
31.81229,35.496351
31.811755,35.49625
31.811284,35.496115
31.811045,35.496047
31.810761,35.495937
31.8104,35.4957
31.810276,35.495729
31.809843,35.495491
31.809395,35.495192
31.80888,35.494788
31.807798,35.49385
31.806693,35.492889
31.806282,35.492599
31.806123,35.492499
31.805819,35.492309
31.805606,35.492204
31.805372,35.49209
31.805173,35.491993
31.804888,35.491851
31.804188,35.491622
31.800013,35.490606
31.799705,35.490482
31.799592,35.490394
31.79955,35.490319
31.799533,35.490257
31.799531,35.490207
