Latitude,Longitude
32.989349,35.688813
32.989374,35.688812
32.989409,35.688795
32.989422,35.688782
32.9901,35.688892
32.990213,35.688907
32.990295,35.688918
32.99107,35.689024
32.9914,35.6891
32.991566,35.689091
32.991741,35.689117
32.991832,35.68913
32.992359,35.689208
32.992442,35.68922
32.99261,35.689268
32.992723,35.689301
32.993354,35.689544
32.993633,35.689696
32.993817,35.689802
32.993816,35.689809
32.993824,35.689843
32.993836,35.689866
32.993851,35.689882
32.993869,35.689898
32.993887,35.689905
32.993905,35.689912
32.993923,35.689911
32.993933,35.689908
32.993965,35.689934
32.993999,35.689976
32.9941,35.6901
32.994226,35.690136
32.994286,35.690178
32.994737,35.69049
32.994897,35.690714
32.994894,35.690724
32.994891,35.69074
32.994889,35.690765
32.99489,35.690777
32.994636,35.691031
32.9946,35.691
32.994261,35.691482
32.993523,35.692253
32.993327,35.692466
32.993003,35.692883
32.992542,35.693513
32.992169,35.694223
32.991231,35.696029
32.990169,35.698076
32.989797,35.698797
32.989071,35.700092
32.9889,35.700406
32.988852,35.700498
32.988737,35.700684
32.9885,35.701
32.988504,35.701157
32.988409,35.70135
32.98834,35.701491
32.987241,35.703729
32.987223,35.703723
32.987204,35.703722
32.987184,35.703725
32.987166,35.703731
32.987149,35.703742
32.987138,35.703752
32.987133,35.703758
32.987125,35.703768
32.987117,35.703781
32.987111,35.703795
32.987107,35.703809
32.987104,35.703824
32.987102,35.703839
32.987102,35.703855
32.987104,35.70387
32.987107,35.703885
32.987112,35.703899
32.987119,35.703913
32.987126,35.703925
32.987,35.7041
32.986807,35.704567
32.986521,35.705113
32.98622,35.705684
32.985526,35.706964
32.985342,35.707334
32.985139,35.707718
32.9849,35.708
32.984666,35.708727
32.984462,35.709156
32.984077,35.709915
32.983883,35.710562
32.983878,35.710588
32.983813,35.710935
32.98377,35.711388
32.983767,35.711876
32.983829,35.71245
32.98386,35.712734
32.983971,35.713206
32.98408,35.713543
32.984339,35.714219
32.984401,35.714444
32.984428,35.71471
32.984416,35.714889
32.984368,35.715079
32.984282,35.715297
32.984178,35.715508
32.983998,35.715887
32.98398,35.716024
32.983974,35.716072
32.98397,35.716252
32.984006,35.716393
32.984043,35.716506
32.984164,35.716717
32.98607,35.718889
32.986194,35.719074
32.986308,35.719402
32.986323,35.71974
32.986288,35.719951
32.986124,35.720332
32.985402,35.720953
32.984339,35.721757
32.983076,35.722644
32.981228,35.724059
32.980256,35.724803
32.98,35.724999
32.980128,35.725288
32.9802,35.7255
32.980393,35.725848
32.980675,35.726477
32.980946,35.727054
32.981453,35.728118
32.981869,35.728898
32.982233,35.729544
32.982328,35.729691
32.983161,35.731157
32.983551,35.731844
32.983878,35.732527
32.984119,35.733098
32.984479,35.734202
32.984714,35.735417
32.984806,35.736423
32.984959,35.737923
32.985143,35.739878
32.985666,35.745143
32.986214,35.75041
32.986236,35.750579
32.9854,35.7505
32.984459,35.750619
32.967373,35.751182
32.965496,35.751332
32.963501,35.751846
32.9633,35.7518
32.955918,35.753996
32.950584,35.755522
32.937351,35.759225
32.93325,35.76039
32.930154,35.761303
32.9295,35.7614
32.928098,35.761836
32.926783,35.762341
32.92434,35.763537
32.918997,35.766249
32.917721,35.766885
32.915186,35.768148
32.912188,35.769534
32.912015,35.769607
32.911625,35.769774
32.911,35.77
32.907378,35.771681
32.905904,35.772322
32.904728,35.772974
32.903899,35.773445
32.902861,35.774035
32.90223,35.774414
32.899013,35.776218
32.898217,35.776664
32.896444,35.777675
32.896184,35.777823
32.895929,35.777917
32.8958,35.7779
32.894875,35.778303
32.891136,35.779647
32.890596,35.779841
32.885197,35.781738
32.882398,35.782741
32.879789,35.783667
32.87584,35.785069
32.870397,35.786995
32.866144,35.788411
32.865094,35.78878
32.8649,35.7889
32.86407,35.789492
32.863452,35.790083
32.862906,35.790803
32.861923,35.792237
32.860537,35.794472
32.859132,35.796565
32.858409,35.797706
32.858077,35.798187
32.857681,35.798728
32.857295,35.79918
32.857041,35.799457
32.856777,35.799738
32.856559,35.799911
32.856124,35.800289
32.855556,35.800699
32.854968,35.801034
32.854296,35.801361
32.853749,35.801587
32.853303,35.801734
32.852776,35.801875
32.852469,35.801951
32.851771,35.802028
32.850979,35.802056
32.84446,35.802088
32.843728,35.802098
32.843644,35.802099
32.843545,35.8021
32.841367,35.802117
32.8408,35.8021
32.839636,35.802138
32.83851,35.802112
32.837884,35.80205
32.837316,35.80192
32.836729,35.801763
32.836079,35.801512
32.835488,35.801222
32.834581,35.800725
32.83364,35.799896
32.833324,35.799582
32.8329,35.7991
32.832464,35.798714
32.832214,35.798394
32.832003,35.798068
32.831673,35.797501
32.831031,35.796285
32.829336,35.793163
32.826681,35.788199
32.826438,35.787745
32.8262,35.7871
32.825254,35.785525
32.822929,35.781247
32.821683,35.779161
32.816712,35.772163
32.816539,35.77193
32.814822,35.769607
32.812986,35.766826
32.812095,35.765548
32.812,35.7653
32.811147,35.764172
32.810651,35.76349
32.810053,35.762646
32.809477,35.761849
32.808523,35.760579
32.808044,35.75989
32.807846,35.759579
32.807582,35.7591
32.807216,35.758332
32.804179,35.751008
32.802725,35.747484
32.801545,35.744731
32.8015,35.7444
32.800599,35.742626
32.79884,35.738458
32.795412,35.730325
32.795098,35.729671
32.79474,35.729042
32.794344,35.728448
32.79423,35.728297
32.794069,35.728083
32.793655,35.72758
32.7937,35.7275
32.793215,35.727119
32.792535,35.726416
32.791868,35.725725
32.790269,35.724081
32.789931,35.723746
32.787167,35.721154
32.786673,35.720651
32.783707,35.7176
32.783203,35.717087
32.781748,35.715578
32.780737,35.714539
32.779987,35.713778
32.77967,35.713474
32.779178,35.712997
32.779016,35.712703
32.778995,35.712662
32.778983,35.71262
32.778977,35.712573
32.778979,35.712514
32.779006,35.712387
32.7791,35.7123
32.779478,35.711713
32.781071,35.70953
32.7813,35.7094
32.781661,35.708717
32.782216,35.707779
32.782703,35.706771
32.783051,35.705923
32.783343,35.705014
32.783695,35.703871
32.784171,35.702336
32.784353,35.701853
32.784591,35.701302
32.784826,35.700795
32.785104,35.70027
32.785581,35.699528
32.785853,35.699144
32.786186,35.698697
32.786759,35.698051
32.787323,35.697517
32.788718,35.696291
32.7891,35.6961
32.790841,35.694649
32.791677,35.694037
32.792577,35.693394
32.793359,35.692871
32.793889,35.692562
32.79421,35.692438
32.794625,35.692308
32.795168,35.692238
32.795806,35.692135
32.795901,35.692103
32.796074,35.692044
32.796439,35.691847
32.796798,35.691644
32.797336,35.691389
32.797858,35.69113
32.797997,35.691061
32.798633,35.690796
32.799078,35.690597
32.799418,35.690405
32.799427,35.690424
32.799439,35.690444
32.799453,35.690462
32.799461,35.69047
32.799469,35.690477
32.799487,35.69049
32.799496,35.690496
32.799515,35.690505
32.799535,35.690511
32.799556,35.690514
32.799576,35.690514
32.799587,35.690513
32.799597,35.690512
32.799617,35.690506
32.799636,35.690497
32.799648,35.690489
32.799663,35.690478
32.799679,35.690463
32.799693,35.690445
32.7997,35.690436
32.799711,35.690415
32.79972,35.690393
32.799724,35.690382
32.799729,35.690358
32.799731,35.690346
32.799733,35.690322
32.799732,35.690297
32.799729,35.690273
32.799723,35.69025
32.799714,35.690227
32.799704,35.690206
32.799693,35.69019
32.800629,35.689316
32.800694,35.689255
32.800705,35.689271
32.80072,35.689288
32.800738,35.689303
32.800756,35.689316
32.800766,35.689321
32.800786,35.689329
32.800807,35.689333
32.800828,35.689335
32.800849,35.689334
32.80087,35.689329
32.80089,35.689321
32.8009,35.689316
32.800918,35.689304
32.800936,35.689289
32.800951,35.689272
32.800962,35.689257
32.800971,35.689242
32.800977,35.689231
32.800986,35.689208
32.80099,35.689196
32.800993,35.689184
32.800997,35.689159
32.800999,35.689133
32.800998,35.689108
32.800996,35.689095
32.800992,35.68907
32.800984,35.689046
32.80098,35.689034
32.800975,35.689023
32.800965,35.689007
32.801337,35.688674
32.8014,35.6887
32.801858,35.688159
32.802168,35.687826
32.802363,35.687589
32.802697,35.687138
32.802964,35.68676
32.803356,35.686078
32.803509,35.685758
32.803705,35.685269
32.803817,35.684925
32.80387,35.684766
32.804029,35.684249
32.804566,35.682553
32.804645,35.682306
32.805844,35.678358
32.806652,35.67577
32.806868,35.675129
32.8071,35.6746
32.807286,35.674034
32.807546,35.673622
32.807861,35.673215
32.80809,35.67299
32.808303,35.672804
32.808609,35.672587
32.808699,35.672539
32.808797,35.672481
32.808877,35.672443
32.808994,35.672375
32.809546,35.672189
32.809803,35.672118
32.809948,35.672099
32.810128,35.672085
32.810285,35.67208
32.810438,35.672083
32.810562,35.67209
32.810699,35.672109
32.810836,35.67213
32.810943,35.672149
32.811108,35.672183
32.811217,35.672211
32.811364,35.672253
32.811546,35.672324
32.811736,35.672418
32.811849,35.672481
32.812001,35.672578
32.812156,35.67269
32.812257,35.672775
32.812374,35.672879
32.812504,35.673009
32.812636,35.673143
32.812763,35.673283
32.812827,35.673358
32.812923,35.673474
32.813014,35.67359
32.813036,35.67362
32.81313,35.673748
32.813194,35.673839
32.813261,35.673939
32.813338,35.674072
32.813435,35.674263
32.813533,35.674497
32.813669,35.674875
32.813783,35.675315
32.81387,35.675838
32.813893,35.676297
32.813872,35.676788
32.813763,35.677383
32.813576,35.67808
32.813089,35.679322
32.812745,35.680224
32.812507,35.680942
32.812394,35.681471
32.812318,35.68214
32.812321,35.682589
32.812361,35.683011
32.812437,35.683501
32.81253,35.68385
32.812676,35.684225
32.812936,35.684785
32.812944,35.684799
32.813447,35.685466
32.814654,35.686613
32.814923,35.686861
32.815231,35.687146
32.815609,35.68753
32.815803,35.687807
32.815937,35.688161
32.816027,35.688482
32.816048,35.688835
32.816036,35.689194
32.815762,35.691328
32.815756,35.691565
32.815766,35.69177
32.815792,35.692052
32.815866,35.692457
32.816409,35.694672
32.816568,35.694992
32.816721,35.695253
32.816927,35.695519
32.817149,35.695716
32.817162,35.695724
32.817397,35.695879
32.818142,35.696153
32.818821,35.696187
32.819106,35.696124
32.819224,35.696074
32.819486,35.695965
32.819937,35.695545
32.82034,35.694918
32.820559,35.694407
32.82068,35.693952
32.820708,35.693522
32.820753,35.690811
32.820865,35.683813
32.820908,35.681647
32.820915,35.681284
32.820966,35.678735
32.82099,35.677901
32.821058,35.677125
32.82124,35.676559
32.821692,35.675855
32.822311,35.675304
32.822935,35.674993
32.823504,35.674861
32.82404,35.674884
32.824397,35.674956
32.825067,35.675312
32.825564,35.675693
32.826447,35.676398
32.827242,35.677005
32.827755,35.677387
32.828024,35.677541
32.828358,35.67759
32.828664,35.677523
32.828941,35.677397
32.829186,35.677105
32.829324,35.676841
32.82939,35.676531
32.829394,35.676259
32.829349,35.676007
32.829285,35.675841
32.829192,35.675628
32.828998,35.675387
32.828724,35.675124
32.825007,35.67215
32.824171,35.671397
32.823991,35.671146
32.823765,35.670761
32.823614,35.670415
32.823506,35.670055
32.823436,35.669676
32.823412,35.669316
32.823405,35.668972
32.823461,35.668547
32.823538,35.668213
32.82366,35.667983
32.823814,35.66776
32.823978,35.667436
32.824117,35.667068
32.824296,35.666441
32.824536,35.665339
32.824549,35.665004
32.824515,35.6646
32.824576,35.664195
32.82466,35.663763
32.825053,35.662536
32.825447,35.661059
32.825616,35.659999
32.825679,35.658924
32.825699,35.656649
32.825729,35.654779
32.825755,35.654123
32.825863,35.653635
32.82604,35.653067
32.826379,35.652204
32.826636,35.651465
32.826913,35.650491
32.826976,35.650273
32.827093,35.649749
32.827106,35.649753
32.827121,35.649755
32.827136,35.649755
32.827152,35.649753
32.827166,35.649748
32.827174,35.649745
32.827187,35.649738
32.8272,35.649728
32.827212,35.649717
32.827223,35.649704
32.827232,35.649689
32.82724,35.649674
32.827245,35.649657
32.82725,35.649639
32.827252,35.649622
32.827252,35.649611
32.82725,35.649586
32.827249,35.649577
32.827245,35.649559
32.827242,35.649551
32.827235,35.649535
32.827226,35.64952
32.827221,35.649513
32.82721,35.6495
32.827204,35.649494
32.827192,35.649484
32.827185,35.64948
32.827178,35.649476
32.827164,35.64947
32.827147,35.649466
32.827126,35.649464
32.827111,35.649466
32.827103,35.649467
32.827096,35.64947
32.827081,35.649476
32.827068,35.649484
32.827055,35.649494
32.827049,35.649499
32.827038,35.649512
32.827033,35.649519
32.827024,35.649534
32.827016,35.649552
32.8266,35.6494
32.826129,35.649341
32.825723,35.649326
32.825652,35.649323
32.825035,35.649383
32.824491,35.649506
32.823269,35.649892
32.82234,35.650162
32.821762,35.650277
32.821125,35.650353
32.819839,35.650409
32.81941,35.650423
32.819229,35.65043
32.819,35.6504
32.818658,35.650419
32.817989,35.650345
32.817525,35.650248
32.816995,35.65012
32.8164,35.649892
32.81582,35.649646
32.814732,35.649034
32.814048,35.648539
32.812636,35.647299
32.811788,35.646567
32.81129,35.646208
32.811012,35.646044
32.810434,35.645703
32.809686,35.645407
32.809077,35.64524
32.808118,35.645134
32.807952,35.645116
32.806246,35.644991
32.804977,35.644939
32.804086,35.644949
32.803541,35.644924
32.803539,35.644901
32.803532,35.644878
32.803522,35.644857
32.803509,35.644838
32.803493,35.644822
32.803475,35.644811
32.803455,35.644803
32.803442,35.6448
32.803432,35.6448
32.803415,35.644801
32.803394,35.644807
32.803376,35.644817
32.803359,35.644832
32.803345,35.644849
32.803333,35.64487
32.803326,35.644892
32.803322,35.644913
32.8029,35.6448
32.800821,35.644767
32.793309,35.644442
32.790972,35.644344
32.789862,35.644248
32.788668,35.643924
32.78745,35.643297
32.786796,35.642828
32.78669,35.642726
32.78555,35.641626
32.785555,35.641616
32.78556,35.641602
32.785563,35.641587
32.785565,35.641572
32.785565,35.641557
32.785564,35.641542
32.785559,35.64152
32.785554,35.641506
32.785547,35.641493
32.785535,35.641475
32.78552,35.641461
32.785509,35.641453
32.785498,35.641447
32.785491,35.641445
32.785478,35.641441
32.785465,35.64144
32.785452,35.64144
32.78544,35.641442
32.785427,35.641447
32.785415,35.641453
32.785404,35.64146
32.785348,35.64141
32.785255,35.641326
32.785138,35.641206
32.785063,35.641146
32.784984,35.641076
32.784879,35.640999
32.784775,35.640938
32.784614,35.640864
32.784418,35.640806
32.784182,35.640778
32.78395,35.640756
32.783578,35.640749
32.783308,35.640753
32.7833,35.640744
32.783289,35.640735
32.783276,35.640728
32.783263,35.640722
32.78325,35.640719
32.783236,35.640717
32.783223,35.640718
32.783208,35.64072
32.783189,35.640727
32.783177,35.640735
32.783166,35.640744
32.78315,35.64076
32.783142,35.640773
32.783132,35.640794
32.783127,35.640809
32.783123,35.640833
32.7826,35.6408
32.779894,35.64089
32.775525,35.640841
32.773551,35.640803
32.770899,35.640293
32.76886,35.639934
32.76787,35.639702
32.7677,35.6396
32.767054,35.639513
32.766237,35.639299
32.765346,35.639068
32.764833,35.638865
32.763793,35.638403
32.76265,35.637883
32.762455,35.637783
32.761859,35.637502
32.761486,35.637331
32.761274,35.637255
32.761144,35.63722
32.760955,35.637207
32.760598,35.637208
32.759922,35.637225
32.759575,35.637223
32.759356,35.637205
32.759021,35.637148
32.758738,35.637085
32.757678,35.636842
32.756724,35.636621
32.755191,35.636282
32.754677,35.636169
32.754308,35.636143
32.754041,35.63618
32.753718,35.636248
32.753501,35.636283
32.753307,35.6363
32.752848,35.63624
32.752184,35.63612
32.751529,35.635996
32.750903,35.635825
32.750265,35.635622
32.749072,35.635234
32.748808,35.635142
32.74818,35.634924
32.747661,35.634735
32.747105,35.634542
32.746866,35.634457
32.746627,35.634403
32.746344,35.634371
32.745358,35.634324
32.744496,35.634262
32.744315,35.634228
32.743153,35.63401
32.74063,35.633553
32.740455,35.633514
32.739366,35.633274
32.737126,35.632862
32.736543,35.632745
32.736018,35.63264
32.735382,35.632453
32.734787,35.63216
32.734402,35.631912
32.73035,35.628679
32.729152,35.627724
32.728172,35.626939
32.727392,35.626314
32.725274,35.624618
32.724623,35.624118
32.7241,35.6236
32.723658,35.62333
32.721793,35.621789
32.721286,35.621321
32.720976,35.621023
32.7206,35.6206
32.719286,35.619398
32.714082,35.614399
32.7139,35.6142
32.709732,35.610172
32.702174,35.602861
32.702118,35.602666
32.702114,35.602573
32.702142,35.602483
32.702275,35.602185
32.7024,35.6021
32.702542,35.601776
32.703428,35.600448
32.703849,35.599768
32.703929,35.599639
32.704429,35.598908
32.704541,35.598717
32.704647,35.598508
32.70477,35.598209
32.704882,35.597827
32.70497,35.597474
32.705049,35.597193
32.7051,35.596991
32.7052,35.5968
32.705298,35.596198
32.705357,35.595871
32.705377,35.595635
32.705378,35.595567
32.705378,35.595354
32.705353,35.595095
32.705288,35.594482
32.705164,35.593656
32.705064,35.593051
32.704997,35.592632
32.70495,35.592242
32.704949,35.592236
32.704697,35.591272
32.704566,35.590827
32.704505,35.590616
32.704451,35.590424
32.7044,35.59
32.704198,35.58952
32.704194,35.589489
32.704131,35.589
32.704151,35.588883
32.704187,35.588707
32.704244,35.588394
32.704403,35.587726
32.704568,35.587003
32.704649,35.586649
32.704666,35.586651
32.704676,35.586652
32.704685,35.586651
32.704704,35.586649
32.704723,35.586644
32.704732,35.58664
32.704741,35.586636
32.704757,35.586626
32.704765,35.58662
32.70478,35.586607
32.704793,35.586592
32.704799,35.586583
32.70481,35.586566
32.704814,35.586556
32.704821,35.586537
32.704824,35.586527
32.704826,35.586517
32.704829,35.586496
32.70483,35.586485
32.704829,35.586464
32.704827,35.586454
32.704823,35.586433
32.704817,35.586413
32.704812,35.586404
32.704808,35.586395
32.704797,35.586377
32.704784,35.586362
32.704777,35.586354
32.704762,35.586341
32.704754,35.586336
32.704746,35.586331
32.704728,35.586323
32.704719,35.586319
32.7047,35.586314
32.704682,35.586312
32.704662,35.586313
32.704644,35.586316
32.704625,35.586322
32.704608,35.58633
32.704591,35.586341
32.704576,35.586354
32.704562,35.586368
32.70455,35.586385
32.704546,35.586392
32.704191,35.586477
32.703415,35.586569
32.70326,35.586584
32.703154,35.586579
32.703,35.586552
32.702993,35.58654
32.702977,35.586522
32.702951,35.586504
32.702929,35.586496
32.702892,35.586493
32.702879,35.586496
32.702862,35.5865
32.702835,35.586516
32.702823,35.586527
32.702808,35.586546
32.702795,35.586568
32.702785,35.586601
32.702781,35.586636
32.702788,35.586674
32.7021,35.5867
32.701409,35.586838
32.701257,35.586834
32.700895,35.586777
32.700073,35.586568
32.698849,35.586172
32.697702,35.585829
32.692688,35.584477
32.6926,35.584452
32.688032,35.583158
32.6875,35.583
32.683882,35.582006
32.683876,35.581982
32.683869,35.581963
32.683861,35.581946
32.68385,35.58193
32.683844,35.581923
32.683832,35.58191
32.683825,35.581904
32.68381,35.581894
32.683795,35.581886
32.683778,35.58188
32.683761,35.581877
32.683753,35.581876
32.683736,35.581877
32.683719,35.58188
32.683703,35.581885
32.683687,35.581893
32.683673,35.581903
32.683666,35.581909
32.683653,35.581922
32.68364,35.581939
32.6833,35.5818
32.679236,35.580697
32.67923,35.580672
32.679224,35.580654
32.67922,35.580646
32.679211,35.58063
32.679205,35.580623
32.679194,35.580609
32.679188,35.580603
32.679174,35.580592
32.679159,35.580583
32.679152,35.58058
32.679144,35.580577
32.679128,35.580573
32.679107,35.580571
32.679096,35.580571
32.679079,35.580574
32.679064,35.580579
32.679049,35.580587
32.679035,35.580597
32.679022,35.580608
32.67901,35.580622
32.679003,35.580631
32.6787,35.5805
32.677289,35.580147
32.676159,35.579831
32.671125,35.578421
32.667341,35.577428
32.665389,35.576916
32.6649,35.5767
32.663993,35.576505
32.661471,35.575734
32.659969,35.575321
32.659729,35.575232
32.659527,35.575128
32.65933,35.575024
32.659188,35.574916
32.659027,35.574764
32.658852,35.574595
32.658528,35.574173
32.6585,35.5741
32.657694,35.572911
32.657443,35.572596
32.657094,35.572213
32.656701,35.571885
32.656292,35.571608
32.655972,35.571429
32.655201,35.571067
32.654878,35.570903
32.654747,35.570813
32.654628,35.57071
32.654505,35.570574
32.654339,35.570323
32.654247,35.570142
32.654182,35.569987
32.654137,35.56988
32.654108,35.569806
32.654049,35.569657
32.653642,35.568621
32.653463,35.568173
32.6534,35.5679
32.653075,35.567544
32.649911,35.563161
32.647985,35.560867
32.647748,35.560585
32.647082,35.55988
32.646115,35.55928
32.645368,35.559085
32.643444,35.559081
32.642989,35.559024
32.642595,35.558904
32.642309,35.558761
32.641853,35.558513
32.641408,35.558175
32.639456,35.556179
32.639048,35.555798
32.638661,35.555527
32.63836,35.555391
32.637952,35.5552
32.637463,35.555056
32.636928,35.555022
32.636379,35.55506
32.63582,35.555147
32.633123,35.555569
32.632754,35.5556
32.631556,35.555479
32.631529,35.555476
32.6313,35.555443
32.629374,35.555278
32.628959,35.555277
32.62652,35.555718
32.624972,35.556044
32.624523,35.556122
32.624021,35.556167
32.623378,35.556173
32.623037,35.556124
32.622394,35.55606
32.621275,35.555815
32.620967,35.555708
32.620769,35.555609
32.620525,35.55549
32.620306,35.555359
32.619947,35.555054
32.619661,35.554764
32.619514,35.554584
32.619331,35.554358
32.619143,35.554093
32.618957,35.553813
32.618689,35.553448
32.618672,35.553427
32.61847,35.553176
32.61824,35.55292
32.6181,35.5527
32.617983,35.552671
32.617719,35.55244
32.617492,35.552262
32.616917,35.551864
32.61609,35.551361
32.615529,35.550998
32.614678,35.550491
32.613825,35.54996
32.613507,35.54976
32.613117,35.549423
32.612515,35.548875
32.611972,35.548362
32.611275,35.54773
32.610914,35.547449
32.610519,35.547204
32.607875,35.545928
32.606526,35.545251
32.604988,35.544528
32.603997,35.544062
32.603628,35.54392
32.603271,35.543872
32.602987,35.543864
32.602176,35.543935
32.599844,35.544302
32.599384,35.544347
32.598851,35.544345
32.59783,35.544254
32.597603,35.544247
32.5974,35.5442
32.597189,35.544218
32.596781,35.54423
32.596224,35.544302
32.595816,35.544401
32.595566,35.544473
32.595356,35.544526
32.5951,35.544606
32.595072,35.544616
32.59384,35.545077
32.592818,35.545468
32.592119,35.545713
32.591035,35.546024
32.588628,35.546698
32.588111,35.546824
32.587708,35.546909
32.587345,35.546948
32.586931,35.546953
32.585907,35.546993
32.585536,35.547012
